[Info] Start the program., Time:2022-08-17 10:20:42, Group:, alias:測試YOLO, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:14:15, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:15:05, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:18:21, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:23:33, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:38:28, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:40:05, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:42:41, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:45:04, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:47:45, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:50:07, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:51:43, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 10:52:40, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:02:11, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:06:33, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:11:10, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:23:40, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:26:21, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:41:24, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:43:05, Group:, alias:0822_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:47:06, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:48:48, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:52:37, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 11:53:37, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:01:58, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:15:17, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:18:40, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:21:48, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:23:26, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-23 12:37:12, Group:, alias:YOLO_0822_Test, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:16:14, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:24:50, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:30:43, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:33:37, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:35:24, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:36:09, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-30 17:37:43, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 17:52:40, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 17:54:34, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:37:19, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:39:20, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:40:38, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:40:45, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:43:10, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:43:17, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:43:27, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-08-31 18:43:34, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:26:48, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:26:55, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:33:29, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:33:36, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:38:24, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:38:31, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:39:44, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:39:51, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:42:00, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:42:07, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:44:57, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:45:04, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:52:25, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:55:55, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:57:49, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:57:56, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:59:01, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 15:59:08, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:00:13, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:00:20, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:01:42, Group:, alias:0901_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:07:22, Group:, alias:0901_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:07:27, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:07:34, Group:, alias:0901_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Start the program., Time:2022-09-01 16:07:34, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Error] Reconnecting to the camera., Time:2022-09-01 16:08:09, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Stop the program., Time:2022-09-01 16:08:09, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
[Info] Restart the program, Time:2022-09-01 16:08:09, Group:, alias:0830_測試, URL:rtsp://user:VIDEO2021@140.113.169.201:554/profile1 
